"","datetime","PS_primary_flow_total_mgd","AD_primary_sludge_TS_pct","AD_primary_sludge_VS_pct","PS_primary_sludge_TS_load_lbs","PS_primary_sludge_VS_load_lbs","AD_feed_primary_sludge_TS_total_weekly_load_lbs","AD_feed_primary_sludge_VS_total_weekly_load_lbs","PS_primary_sludge_weekly_TS_load_lbs","PS_primary_sludge_weekly_VS_load_lbs","PS_primary_sludge_monthly_TS_load_lbs","AD_twas_flow_total_mgd","AD_twas_TS_pct","AD_twas_VS_pct","AD_twas_TS_load_lbs","AD_twas_VS_load_lbs","thickening_twas_sludge_weekly_TS_load_lbs","thickening_twas_sludge_weekly_VS_load_lbs","AD_waste_provider_TS_pct","AD_waste_provider_VS_pct","AD_FOG_total_MG","AD_slurry_TS_pct","AD_slurry_VS_pct","AD_FOG_VS_load_lbs","AD_FOG_TS_load_lbs","AD_FOG_weekly_TS_load_lbs","AD_FOG_weekly_VS_load_lbs","AD_total_feed_flow_mgd","AD_primary_flow_pct","AD_twas_flow_pct","AD_FOG_flow_pct","daily_ccr_digester","daily_ccr_slurry"
"187",2021-09-14,0.019,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.007462,NA,NA,NA,NA,NA,NA,NA,NA,0.0075,NA,NA,NA,NA,NA,NA,0.034,55.97,21.96,22.07,247.513966480447,559.655027932961
"188",2021-09-15,0.0237,9.76,84,19328.01,16235.53,NA,NA,NA,NA,NA,0.010854,5.96,82.9,5395.13,4472.56,NA,NA,NA,NA,0.0076,4.17,86.6,2288.94,2643.11,NA,NA,0.0422,56.27,25.72,18.01,271.54347826087,565.136645962733
"189",2021-09-16,0.0181,NA,NA,NA,NA,88433.86,73231.7,NA,NA,NA,0.008178,NA,NA,NA,NA,NA,NA,NA,NA,0.007,5.64,88.1,2900.81,3292.63,NA,NA,0.0333,54.45,24.54,21.01,222.689419795222,532.692832764505
"190",2021-09-17,0.0192,6.23,84.4,9994.38,8435.25,NA,NA,NA,NA,NA,0.007444,5.95,83,3693.94,3065.97,NA,NA,9.06,89.6,0.0038,4.18,87.8,1163.11,1324.73,NA,NA,0.0305,63.11,24.42,12.47,213.018881626725,531.122004357298
"191",2021-09-18,0.0207,NA,NA,NA,NA,NA,NA,90049.05,76031.41,NA,0.009369,NA,NA,NA,NA,28542.3,23775.74,NA,NA,0.007,NA,NA,NA,NA,15834.53,13760.21,0.0371,55.9,25.24,18.86,240.253401360544,577.395229982964
"192",2021-09-19,0.0121,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.005312,NA,NA,NA,NA,NA,NA,NA,NA,0.0033,NA,NA,NA,NA,NA,NA,0.0207,58.43,25.64,15.93,246.482164821648,566.554735547355
"193",2021-09-20,0.0163,7.99,85.1,10864.55,9245.73,NA,NA,NA,NA,NA,0.007704,6,83,3855.08,3199.72,NA,NA,9.48,91.7,0.0105,7.55,89,5884.27,6611.54,NA,NA,0.0345,47.25,22.33,30.43,304.914583333333,585.216666666667
"194",2021-09-21,0.0224,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00775,NA,NA,NA,NA,NA,NA,NA,NA,0.0076,NA,NA,NA,NA,NA,NA,0.0377,59.31,20.54,20.14,364.415972222222,583.392361111111
"195",2021-09-22,0.0164,6.65,85.8,9119.17,7824.24,NA,NA,NA,NA,NA,0.007261,5.95,82.3,3603.13,2965.37,NA,NA,NA,NA,0.0073,7.82,92.2,4389.62,4760.97,NA,NA,0.031,53.03,23.42,23.55,328.285714285714,589.686411149826
"196",2021-09-23,0.0167,NA,NA,NA,NA,69948.88,59512.2,NA,NA,NA,0.007668,NA,NA,NA,NA,NA,NA,NA,NA,0.0075,NA,NA,NA,NA,NA,NA,0.0319,52.45,24.04,23.51,295.570815450644,616.56652360515
"197",2021-09-24,0.0243,5.01,84.1,10149.18,8535.46,NA,NA,NA,NA,NA,0.007836,5.38,83.5,3515.95,2935.82,NA,NA,8.83,89.4,0.0082,6.42,91.4,4012.93,4390.51,NA,NA,0.0403,60.23,19.43,20.33,311.480194579569,576.103544127867
"198",2021-09-25,0.0187,NA,NA,NA,NA,NA,NA,69507.28,59081.19,NA,0.006931,NA,NA,NA,NA,24409.48,20243.59,NA,NA,0.0069,NA,NA,NA,NA,31075.59,28237.35,0.0325,57.44,21.33,21.23,243.074305555556,570.408333333333
"199",2021-09-26,0.0106,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.007195,NA,NA,NA,NA,NA,NA,NA,NA,0.0034,NA,NA,NA,NA,NA,NA,0.0212,50.01,33.95,16.04,251.737991266376,615.301310043668
"200",2021-09-27,0.0163,5.06,86.6,6896.79,5972.62,NA,NA,NA,NA,NA,0.007117,5.37,83.3,3187.41,2655.11,NA,NA,8.72,89.4,0.0088,6.13,90.3,4062.53,4498.93,NA,NA,0.0323,50.66,22.06,27.28,271.327160493827,630.292592592593
"201",2021-09-28,0.0148,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008413,NA,NA,NA,NA,NA,NA,NA,NA,0.0064,NA,NA,NA,NA,NA,NA,0.0297,50.04,28.37,21.58,260.433240611961,553.153685674548
"202",2021-09-29,0.0201,6.25,85.7,10499.18,8997.8,NA,NA,NA,NA,NA,0.010096,5.1,83.4,4294.23,3581.39,NA,NA,9.32,89.6,0.0117,5,87.6,4273.92,4878.9,NA,NA,0.0419,48.03,24.07,27.9,293.240972222222,531.304166666667
"203",2021-09-30,0.0168,NA,NA,NA,NA,64272.01,54847.05,NA,NA,295786.62,0.008171,NA,NA,NA,NA,NA,NA,7.19,87.6,0.0102,NA,NA,NA,NA,NA,NA,0.0352,47.83,23.21,28.97,234.055721393035,524.281592039801
"204",2021-10-01,0.0216,4.35,85.4,7841.06,6696.26,NA,NA,NA,NA,NA,0.007767,6.77,82.7,4385.39,3626.72,NA,NA,NA,NA,0.0062,2.51,82.3,1068.15,1297.87,NA,NA,0.0356,60.75,21.83,17.43,246.898030942335,552.969079409698
"205",2021-10-02,0.0184,NA,NA,NA,NA,NA,NA,52180.3,44822.88,NA,0.007016,NA,NA,NA,NA,26824.43,22300.04,NA,NA,0.0071,NA,NA,NA,NA,20400.53,17694.06,0.0325,56.61,21.56,21.82,215.49546406141,602.185624563852
"206",2021-10-03,0.0215,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.007751,NA,NA,NA,NA,NA,NA,NA,NA,0.0055,NA,NA,NA,NA,NA,NA,0.0347,61.82,22.33,15.85,215.541405706333,585.55114822547
"207",2021-10-04,0.0184,4.3,86,6615.77,5689.56,NA,NA,NA,NA,NA,0.008316,6.72,82.4,4660.69,3840.4,NA,NA,6.96,86.9,0.0126,7.28,89.2,6823.9,7650.12,NA,NA,0.0394,46.87,21.13,32.01,241.833217512161,522.797776233495
"208",2021-10-05,0.021,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00751,NA,NA,NA,NA,NA,NA,NA,NA,0.0156,NA,NA,NA,NA,NA,NA,0.0441,47.61,17.03,35.37,306.456764295676,589.089260808926
"209",2021-10-06,0.0278,3.93,85.3,9095.65,7758.59,NA,NA,NA,NA,NA,0.007295,6.62,82.2,4027.63,3310.71,NA,NA,8.08,89.5,0.0146,8.09,92.6,9121.76,9850.71,NA,NA,0.0496,55.9,14.69,29.41,412.481944444444,596.415277777778
"210",2021-10-07,0.019,NA,NA,NA,NA,54955.78,47003.63,NA,NA,NA,0.006556,NA,NA,NA,NA,NA,NA,NA,NA,0.0051,NA,NA,NA,NA,NA,NA,0.0307,61.98,21.38,16.63,432.160994764398,573.624345549738
"211",2021-10-08,0.017,4.35,85.6,6149.72,5264.16,NA,NA,NA,NA,NA,0.00675,6.63,81.8,3732.36,3053.07,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0.0237,71.52,28.48,0,244.268518518519,514.021604938272
"212",2021-10-09,0.021,NA,NA,NA,NA,NA,NA,51004.4,43676.77,NA,0.005806,NA,NA,NA,NA,27652.15,22711.63,NA,NA,0,NA,NA,NA,NA,34225.61,31111.08,0.0268,78.35,21.65,0,217.242105263158,512.661654135338
"213",2021-10-10,0.0178,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.004486,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0.0223,79.85,20.15,0,204.601579325197,503.303661162958
"214",2021-10-11,0.0167,4.61,86.3,6419.5,5540.03,NA,NA,NA,NA,NA,0.006692,5.89,82.5,3287.28,2712.01,NA,NA,5.99,NA,0.0103,NA,NA,NA,NA,NA,NA,0.0337,49.56,19.86,30.57,318.820979020979,581.539160839161
"215",2021-10-12,0.0261,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008137,NA,NA,NA,NA,NA,NA,NA,NA,0.0149,NA,NA,NA,NA,NA,NA,0.0491,53.09,16.57,30.34,368.361610352265,574.040229885057
"216",2021-10-13,0.023,6.55,86.7,12561.22,10890.58,NA,NA,NA,NA,NA,0.008025,6.46,83.5,4323.58,3610.19,NA,NA,NA,NA,0.0015,NA,NA,NA,NA,NA,NA,0.0325,70.71,24.68,4.61,247.016444792482,507.790588235294
"217",2021-10-14,0.0229,NA,NA,NA,NA,58637.69,50621.12,NA,NA,NA,0.007854,NA,NA,NA,NA,NA,NA,NA,NA,0.0059,NA,NA,NA,NA,NA,NA,0.0367,62.48,21.43,16.09,317.655813953488,493.896899224806
"218",2021-10-15,0.0193,5.92,87,9551.08,8309.44,NA,NA,NA,NA,NA,0.007342,6.44,83.1,3943.36,3276.93,NA,NA,6.89,NA,0.008,NA,NA,NA,NA,NA,NA,0.0347,55.77,21.17,23.06,302.663235294118,548.790014684288
"219",2021-10-16,0.0167,NA,NA,NA,NA,NA,NA,67724.1,58694.22,NA,0.00658,NA,NA,NA,NA,25669.99,21314.65,NA,NA,0.0045,NA,NA,NA,NA,NA,NA,0.0278,60.08,23.7,16.21,332.910791366906,566.474063400576
"220",2021-10-17,0.0131,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.005859,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0.019,69.11,30.89,0,306.458405545927,448.827705627706
"221",2021-10-18,0.0193,5.29,87.7,8524.97,7476.39,NA,NA,NA,NA,NA,0.006793,6.1,83.7,3455.87,2892.56,NA,NA,7.78,NA,0.0086,8.35,92.4,5533.79,5988.95,NA,NA,0.0347,55.66,19.57,24.77,414.582907231556,575.947406866326
"222",2021-10-19,0.0219,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.007492,NA,NA,NA,NA,NA,NA,NA,NA,0.0074,NA,NA,NA,NA,NA,NA,0.0368,59.53,20.36,20.11,377.491684743312,567.088937093275
"223",2021-10-20,0.0237,6.24,87.6,12308.07,10781.87,NA,NA,NA,NA,NA,0.005788,6.17,83.4,2978.38,2483.97,NA,NA,8.18,NA,0.0099,NA,NA,NA,NA,NA,NA,0.0393,60.12,14.71,25.17,369.661981728742,581.47575544624
"224",2021-10-21,0.032,NA,NA,NA,NA,70896.27,61991.31,NA,NA,NA,0.002683,NA,NA,NA,NA,NA,NA,NA,NA,0.0071,NA,NA,NA,NA,NA,NA,0.0417,76.56,6.43,17.01,393.63381294964,556.225179856115
"225",2021-10-22,0.0209,8.29,84.1,14441.35,12145.18,NA,NA,NA,NA,NA,0.011448,6.27,82.5,5986.37,4938.75,NA,NA,7.94,NA,0.0029,6.39,91.5,1414.12,1545.49,NA,NA,0.0352,59.28,32.49,8.23,380.189269746647,473.874162323157
"226",2021-10-23,0.0332,NA,NA,NA,NA,NA,NA,90288.76,78069.68,NA,0.01336,NA,NA,NA,NA,27623.96,22983.14,NA,NA,0.0078,NA,NA,NA,NA,26860.55,24698.28,0.0544,61.07,24.58,14.35,423.440789473684,387.654239766082
"227",2021-10-24,0.0493,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.025179,NA,NA,NA,NA,NA,NA,NA,NA,0.0108,NA,NA,NA,NA,NA,NA,0.0853,57.83,29.51,12.66,378.370398773006,394.396472392638
"228",2021-10-25,0.0356,8.46,75.4,25130.24,18948.2,NA,NA,NA,NA,NA,0.018142,6.73,85.2,10182.78,8675.73,NA,NA,8.59,NA,0.0134,5.09,90.7,5159.36,5688.38,NA,NA,0.0672,53.03,27.01,19.95,476.105354058722,392.927461139896
"229",2021-10-26,0.0239,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.017246,NA,NA,NA,NA,NA,NA,NA,NA,0.0071,NA,NA,NA,NA,NA,NA,0.0483,49.55,35.74,14.71,394.148148148148,376.275
"230",2021-10-27,0.0378,0.49,63.2,1542.95,975.14,NA,NA,NA,NA,NA,0.019617,7.68,82.8,12564.92,10403.76,NA,NA,19.8,NA,0.0121,8.16,92.7,7633.46,8234.58,NA,NA,0.0695,54.35,28.24,17.42,443.397800183318,357.570119156737
"231",2021-10-28,0.0397,NA,NA,NA,NA,95933.93,74826.55,NA,NA,NA,0.029391,NA,NA,NA,NA,NA,NA,NA,NA,0.0076,NA,NA,NA,NA,NA,NA,0.0767,51.77,38.32,9.91,413.707619047619,362.006673021926
"232",2021-10-29,0.0406,10.1,75,34192.57,25644.43,NA,NA,NA,NA,NA,0.023329,8.07,81.9,15701.3,12859.37,NA,NA,7.32,88.1,0.0034,4.67,90,1191.8,1324.23,NA,NA,0.0673,60.3,34.65,5.05,468.733772342427,345.358419567262
"233",2021-10-30,0.0478,NA,NA,NA,NA,NA,NA,145881.19,103867.41,NA,0.014459,NA,NA,NA,NA,92175.56,76782.24,NA,NA,0.0074,NA,NA,NA,NA,30787.28,28057.47,0.0697,68.63,20.75,10.62,512.09632034632,234.813852813853
"234",2021-10-31,0.058,NA,NA,NA,NA,NA,NA,NA,NA,386296.15,0.010823,NA,NA,NA,NA,NA,NA,NA,NA,0.002,NA,NA,NA,NA,NA,NA,0.0708,81.89,15.29,2.83,452.334558823529,178.700367647059
"235",2021-11-01,0.0498,5.91,73.5,24540.93,18037.58,NA,NA,NA,NA,NA,0.00637,7.95,81.7,4223.5,3450.6,NA,NA,NA,NA,0.0028,5.67,89.3,1182.38,1324.06,NA,NA,0.059,84.45,10.8,4.75,330.9,230.8
"236",2021-11-02,0.0369,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008465,NA,NA,NA,NA,NA,NA,NA,NA,0.0115,NA,NA,NA,NA,NA,NA,0.0568,64.87,14.89,20.23,358.987198795181,234.948081264108
"237",2021-11-03,0.0408,6.08,73.8,20677.11,15259.71,NA,NA,NA,NA,NA,0.01312,7.81,81.3,8545.76,6947.71,NA,NA,10.6,89.7,0.0115,NA,NA,NA,NA,NA,NA,0.0654,62.35,20.06,17.58,425.996320147194,278.03771849126
"238",2021-11-04,0.0397,NA,NA,NA,NA,185291.42,137530.67,NA,NA,NA,0.015795,NA,NA,NA,NA,NA,NA,NA,NA,0.0069,NA,NA,NA,NA,NA,NA,0.0624,63.63,25.31,11.06,491.414273995078,312.185550082102
"239",2021-11-05,0.035,5.05,78.4,14755.18,11568.06,NA,NA,NA,NA,NA,0.017234,7.69,80.8,11052.96,8930.79,NA,NA,NA,NA,0.0023,5.2,90.2,899.71,997.46,NA,NA,0.0546,64.2,31.58,4.21,272.134935304991,90.9824399260629
"240",2021-11-06,0.0378,NA,NA,NA,NA,NA,NA,141623.87,106548.36,NA,0.011728,NA,NA,NA,NA,54573.42,44350,NA,NA,0.0064,NA,NA,NA,NA,19672.31,17655.9,0.0559,67.57,20.98,11.45,252.185356811863,60.5644114921223
"241",2021-11-07,0.0361,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00971,NA,NA,NA,NA,NA,NA,NA,NA,0.0014,NA,NA,NA,NA,NA,NA,0.0472,76.45,20.58,2.97,268.943150046598,48.7819198508854
"242",2021-11-08,0.018,4.34,82.8,6517.6,5396.58,NA,NA,NA,NA,NA,0.009464,7.96,81.2,6282.81,5101.64,NA,NA,NA,NA,0.0053,NA,NA,NA,NA,NA,NA,0.0328,54.95,28.88,16.17,302.361296472831,58.8455672068637
"243",2021-11-09,0.035,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001799,NA,NA,NA,NA,NA,NA,NA,NA,0.0066,NA,NA,NA,NA,NA,NA,0.0434,80.64,4.15,15.21,361.108527131783,47.7836504580691
"244",2021-11-10,0.0238,6.87,77.2,13629.61,10522.06,NA,NA,NA,NA,NA,0.00178,6.09,77.3,904.07,698.85,NA,NA,6.5,85.1,0.0126,4.8,90.1,4544.67,5044.03,NA,NA,0.0382,62.32,4.66,33.01,233.315366049879,81.3958165728077
"245",2021-11-11,0.0321,NA,NA,NA,NA,81438.91,64135.62,NA,NA,NA,0.007427,NA,NA,NA,NA,NA,NA,NA,NA,0.0073,NA,NA,NA,NA,NA,NA,0.0469,68.57,15.85,15.58,429.557513914657,73.5287569573284
"246",2021-11-12,0.0425,6.39,73.4,22643.84,16620.58,NA,NA,NA,NA,NA,0.012972,5.47,77.9,5917.8,4609.97,NA,NA,5.46,89.1,0.0035,3.73,87,947.24,1088.79,NA,NA,0.059,72.06,22,5.94,285.285130718954,66.9558823529412
"247",2021-11-13,0.037,NA,NA,NA,NA,NA,NA,109818.65,85438.91,NA,0.01591,NA,NA,NA,NA,32181.7,25359.18,NA,NA,0.0069,NA,NA,NA,NA,15508.56,13732.83,0.0598,61.85,26.61,11.54,377.256900212314,80.4324133050248
"248",2021-11-14,0.0264,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.018076,NA,NA,NA,NA,NA,NA,NA,NA,0.0024,NA,NA,NA,NA,NA,NA,0.0468,56.29,38.59,5.12,315.292883895131,115.353558052434
"249",2021-11-15,0.0233,3.81,80.3,7392.35,5936.06,NA,NA,NA,NA,NA,0.019009,4.93,78,7815.78,6096.31,NA,NA,8.55,87,0.0118,5.55,89.4,4882.91,5461.87,NA,NA,0.0541,43.02,35.15,21.82,366.292834890966,172.16420233463
"250",2021-11-16,0.0442,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.018791,NA,NA,NA,NA,NA,NA,NA,NA,0.0034,NA,NA,NA,NA,NA,NA,0.0664,66.59,28.29,5.12,323.209269662921,244.675087719298
"251",2021-11-17,0.0422,4.73,81.6,16648.38,13585.08,NA,NA,NA,NA,NA,0.018675,5.16,80.1,8036.67,6437.38,NA,NA,NA,NA,0.0077,12.1,90.3,7016.65,7770.38,NA,NA,0.0686,61.54,27.23,11.23,349.653355989805,311.291418861512
"252",2021-11-18,0.0318,NA,NA,NA,NA,108930.65,84330.65,NA,NA,NA,0.017741,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0.0496,64.21,35.79,0,241.663628076572,377.814038286235
"253",2021-11-19,0.0286,4.51,83,10744.14,8917.63,NA,NA,NA,NA,NA,0.016458,5.48,78.9,7521.83,5934.73,NA,NA,11.3,90.2,0.0137,10.6,93.6,11336.22,12111.35,NA,NA,0.0587,48.64,28.03,23.33,224.551470588235,338.318014705882
"254",2021-11-20,0.0199,NA,NA,NA,NA,NA,NA,78185.07,63825.08,NA,0.013374,NA,NA,NA,NA,52962.74,41840.56,NA,NA,0.0058,NA,NA,NA,NA,35183.68,32052.33,0.0391,50.91,34.24,14.85,198.342767295597,409.165880503145
"255",2021-11-21,0.0198,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.010135,NA,NA,NA,NA,NA,NA,NA,NA,0.0015,NA,NA,NA,NA,NA,NA,0.0314,62.99,32.24,4.77,190.785648574057,410.02479338843
"256",2021-11-22,0.0198,5.48,85.3,9034.6,7706.52,NA,NA,NA,NA,NA,0.008233,5.23,80.8,3591.09,2901.6,NA,NA,NA,NA,0.0083,11.1,91.8,7053.58,7683.64,NA,NA,0.0363,54.46,22.68,22.86,264.89429373246,427.055191768007
"257",2021-11-23,0.0201,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008634,NA,NA,NA,NA,NA,NA,NA,NA,0.0039,NA,NA,NA,NA,NA,NA,0.0326,61.6,26.45,11.95,267.904849039341,500.929551692589
"258",2021-11-24,0.0259,4.53,86.5,9768.17,8449.47,NA,NA,NA,NA,NA,0.008997,4.36,81.3,3271.53,2659.75,NA,NA,7.42,87.8,0.0029,8.55,91.4,1890.06,2067.9,NA,NA,0.0378,68.49,23.83,7.68,327.27239488117,515.20802919708
"259",2021-11-25,0.0202,NA,NA,NA,NA,68942.79,58505.11,NA,NA,NA,0.008951,NA,NA,NA,NA,NA,NA,NA,NA,0.0099,NA,NA,NA,NA,NA,NA,0.039,51.71,22.93,25.36,375.435326842837,585.880389429764
"260",2021-11-26,0.021,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008536,NA,NA,NA,NA,NA,NA,6.62,86.7,0.0026,NA,NA,NA,NA,NA,NA,0.0321,65.32,26.58,8.1,474.389950460014,528.314225053079
"261",2021-11-27,0.0212,NA,NA,NA,NA,NA,NA,61684.05,52986.6,NA,0.008856,NA,NA,NA,NA,24956.75,20227.45,NA,NA,0.004,NA,NA,NA,NA,27122.31,24844.03,0.0341,62.28,25.99,11.74,552.982505248425,564.173547935619
"262",2021-11-28,0.0171,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.009912,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0.0271,63.37,36.63,0,652.377121771218,513.275276752768
"263",2021-11-29,0.0181,5.41,88.7,8153.88,7232.49,NA,NA,NA,NA,NA,0.009226,4.15,81.7,3193.21,2608.85,NA,NA,6.41,86.7,0.0093,9.55,90.2,6681.27,7407.17,NA,NA,0.0366,49.38,25.21,25.41,389.281588447653,531.881768953069
"264",2021-11-30,0.0229,NA,NA,NA,NA,NA,NA,NA,NA,388893.04,0.008831,NA,NA,NA,NA,NA,NA,NA,NA,0.0088,NA,NA,NA,NA,NA,NA,0.0405,56.5,21.79,21.71,406.024051803885,520.803885291397
"265",2021-12-01,0.0358,4.44,86.6,13240.58,11466.34,NA,NA,NA,NA,NA,0.010759,4.27,81.8,3831.47,3134.15,NA,NA,8.08,90.3,0.0065,7.25,91,3576.5,3930.23,NA,NA,0.053,67.45,20.29,12.26,439.073597056118,541.639374425023
"266",2021-12-02,0.0262,NA,NA,NA,NA,74880.6,65445.91,NA,NA,NA,0.011827,NA,NA,NA,NA,NA,NA,NA,NA,0.0073,NA,NA,NA,NA,NA,NA,0.0453,57.78,26.11,16.11,266.512104283054,540.85009310987
"267",2021-12-03,0.018,4.9,86.9,7367.65,6402.48,NA,NA,NA,NA,NA,0.011725,4.97,82.1,4859.99,3990.05,NA,NA,NA,NA,0.0038,5.87,91.4,1700.33,1860.32,NA,NA,0.0336,53.73,34.94,11.33,388.841121495327,512.428037383178
"268",2021-12-04,0.0208,NA,NA,NA,NA,NA,NA,64911.69,56732.82,NA,0.013752,NA,NA,NA,NA,28534.81,23360.5,NA,NA,0.0032,NA,NA,NA,NA,24515.79,22276.68,0.0377,55.05,36.47,8.49,348.074861367837,533.08595194085
"269",2021-12-05,0.0192,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.010314,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0.0295,65.06,34.94,0,292.665740740741,495.452865064695
"270",2021-12-06,0.0154,6.68,81.7,8591.59,7019.33,NA,NA,NA,NA,NA,0.008978,5.7,84.2,4267.96,3593.62,NA,NA,NA,NA,0.0013,10.3,93.1,1039.67,1116.73,NA,NA,0.0257,60.01,34.93,5.06,298.427382053654,485.436632747456
"271",2021-12-07,0.0175,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008082,NA,NA,NA,NA,NA,NA,NA,NA,0.0067,NA,NA,NA,NA,NA,NA,0.0323,54.25,25.01,20.73,252.877664504171,477.118628359592
"272",2021-12-08,0.0151,6.01,82.6,7582.69,6263.31,NA,NA,NA,NA,NA,0.009051,5.46,85.8,4121.5,3536.25,NA,NA,NA,NA,0.0051,9.08,93.7,3618.78,3862.09,NA,NA,0.0293,51.67,30.91,17.42,362.61488372093,482.479553903346
"273",2021-12-09,0.0165,NA,NA,NA,NA,54931.17,45931.95,NA,NA,NA,0.007923,NA,NA,NA,NA,NA,NA,NA,NA,0.0065,NA,NA,NA,NA,NA,NA,0.0309,53.29,25.66,21.05,458.173630454968,453.681522748375
"274",2021-12-10,0.0172,5.96,84.7,8568.66,7257.66,NA,NA,NA,NA,NA,0.007479,5.14,84.6,3206.07,2712.33,NA,NA,NA,NA,0.0068,4.94,89,2493.4,2801.57,NA,NA,0.0315,54.7,23.73,21.58,283.353620955316,458.580893682589
"275",2021-12-11,0.019,NA,NA,NA,NA,NA,NA,62393.16,51786.32,NA,0.006956,NA,NA,NA,NA,26636.93,22605.87,NA,NA,0,NA,NA,NA,NA,17848.93,16409.12,0.026,73.24,26.76,0,182.045286506469,449.36876155268
"276",2021-12-12,0.0292,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.003662,NA,NA,NA,NA,NA,NA,NA,NA,0.0052,NA,NA,NA,NA,NA,NA,0.038,76.69,9.63,13.68,314.013400335008,403.260364842454
"277",2021-12-13,0.0301,7.43,80.2,18676.1,14978.24,NA,NA,NA,NA,NA,0.002292,4.74,84.7,906.06,767.44,NA,NA,NA,NA,0.01,9.55,94.1,7494.78,7964.7,NA,NA,0.0424,71.03,5.4,23.57,307.16191799861,420.723419041001
"278",2021-12-14,0.0107,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.003703,NA,NA,NA,NA,NA,NA,NA,NA,0.0062,NA,NA,NA,NA,NA,NA,0.0206,51.98,17.96,30.06,114.973548861132,474.161645848641
"279",2021-12-15,0.0235,9.48,72.3,18565.57,13422.91,NA,NA,NA,NA,NA,0.007756,5.08,84.1,3286,2763.53,NA,NA,NA,NA,0.0061,5.75,89.7,2623.95,2925.26,NA,NA,0.0373,62.89,20.77,16.34,339.603896103896,563.417439703154
"280",2021-12-16,0.0275,NA,NA,NA,NA,106890.79,83203.87,NA,NA,NA,0.005276,NA,NA,NA,NA,NA,NA,NA,NA,0.0071,NA,NA,NA,NA,NA,NA,0.0399,68.98,13.22,17.79,412.792424242424,609.515909090909
"281",2021-12-17,0.0294,6.63,73.1,16283.26,11903.06,NA,NA,NA,NA,NA,0.011809,4.88,82.9,4806.17,3984.31,NA,NA,NA,NA,0.006,NA,NA,NA,NA,NA,NA,0.0473,62.31,24.99,12.7,365.568245125348,575.625812441968
"282",2021-12-18,0.0396,NA,NA,NA,NA,NA,NA,124185.71,93387.65,NA,0.019676,NA,NA,NA,NA,22138.75,18574.41,NA,NA,0.0026,NA,NA,NA,NA,27562.03,25329.51,0.0619,64.01,31.79,4.2,310.294717330862,580.443002780352
"283",2021-12-19,0.0284,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.018855,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0.0473,60.12,39.88,0,361.704212454212,519.815018315018
"284",2021-12-20,0.0271,7.78,77.7,17555.92,13640.95,NA,NA,NA,NA,NA,0.019437,5.89,80.5,9547.96,7686.11,NA,NA,NA,NA,0.007,8.14,92.4,4390.97,4752.13,NA,NA,0.0535,50.58,36.34,13.09,378.063893016345,456.37147102526
"285",2021-12-21,0.0282,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.016964,NA,NA,NA,NA,NA,NA,NA,NA,0.0068,NA,NA,NA,NA,NA,NA,0.052,54.26,32.65,13.09,414.416741674167,432.571557155716
"286",2021-12-22,0.035,6.56,82.7,19175.96,15858.52,NA,NA,NA,NA,NA,0.010626,5.68,80.2,5033.66,4037,NA,NA,NA,NA,0.0072,11,95.1,6281.62,6605.28,NA,NA,0.0529,66.29,20.1,13.62,497.291666666667,441.852083333333
