domain,reg_RMSE,reg_MAE,reg_MAPE,reg_sMAPE,reg_MASE,reg_R2,reg_Bias,eco_total_economic_cost_eur,eco_cost_over_prediction,eco_cost_under_prediction,eco_cost_missed_upsets,eco_n_process_upsets,eco_n_missed_upsets,eco_upset_detection_rate,eco_alert_threshold_used,comp_compliance_score,comp_accuracy_compliance_pct,comp_below_minimum_yield_pct,comp_uncertainty_compliance_pct
unknown,187.2916568692012,153.7938480153672,1260.2966571347276,86.37312578893636,23.93846656230034,-8.132355679433102,76.09418444476253,871202.551577518,431338.9153049414,437363.6362725765,2500.0,4354,5,0.9988516306844281,4.556854248046875,38.82254969887545,5.8372861482705325,32.23898097319192,77.87800458348877
