reg_RMSE,reg_MAE,reg_MAPE,reg_R2,reg_Bias,eco_total_economic_cost_eur,eco_cost_over_prediction,eco_cost_under_prediction,eco_cost_missed_upsets,eco_n_process_upsets,eco_n_missed_upsets,eco_upset_detection_rate,comp_compliance_score,comp_accuracy_compliance_pct,comp_below_minimum_yield_pct,comp_uncertainty_compliance_pct
26.193498981107645,18.899452479176546,39920675.05407296,0.8213814211053152,-8.443407671463131,1931540.4629528057,19619.983878313647,153920.47907449215,1758000.0,11154,3516,0.6847767616998386,70.83216755265997,62.139440691740944,34.04079566196357,99.87342952689289
