RMSE,MAE,MAPE,sMAPE,MASE,R2,Bias,domain,n_samples
25.095690427029897,18.834263879299353,162.56718751392617,26.793831642996444,2.931608786166129,0.836037605842595,-6.110932564090457,muscatine,75052
0.29287299513816833,0.23729385435581207,60.922386169433594,63.30943298339844,0.6691828966140747,0.011166095733642578,0.029791150242090225,dataone,100
0.3225284516811371,0.27034449577331543,75.08872985839844,71.45356750488281,0.8005693554878235,-0.20334148406982422,0.032923921942710876,edi_ssad,100
